INSERT INTO `hnk` (`ID`,`helyseg`, `jogallas`, `megye`, `jaras`, `terulet`, `nepesseg`, `lakas`) VALUES
('2449', 'Somlóvecse', 'község', 'Veszprém', 'Devecseri', '493', '57', '53'),
('2450', 'Somodor', 'község', 'Somogy', 'Kaposvári', '1991', '332', '177'),
('2451', 'Somogyacsa', 'község', 'Somogy', 'Tabi', '2446', '133', '166'),
('2452', 'Somogyapáti', 'község', 'Baranya', 'Szigetvári', '1070', '471', '203'),
('2453', 'Somogyaracs', 'község', 'Somogy', 'Barcsi', '770', '160', '81'),
('2454', 'Somogyaszaló', 'község', 'Somogy', 'Kaposvári', '2212', '799', '293'),
('2455', 'Somogybabod', 'község', 'Somogy', 'Fonyódi', '1058', '437', '233'),
('2456', 'Somogybükkösd', 'község', 'Somogy', 'Csurgói', '1180', '66', '73'),
('2457', 'Somogycsicsó', 'község', 'Somogy', 'Csurgói', '1238', '115', '77'),
('2458', 'Somogydöröcske', 'község', 'Somogy', 'Tabi', '1083', '121', '97'),
('2459', 'Somogyegres', 'község', 'Somogy', 'Tabi', '1081', '160', '124'),
('2460', 'Somogyfajsz', 'község', 'Somogy', 'Kaposvári', '1826', '526', '214'),
('2461', 'Somogygeszti', 'község', 'Somogy', 'Kaposvári', '2171', '386', '203'),
('2462', 'Somogyhárságy', 'község', 'Baranya', 'Szigetvári', '3097', '348', '211'),
('2463', 'Somogyhatvan', 'község', 'Baranya', 'Szigetvári', '1352', '340', '133'),
('2464', 'Somogyjád', 'község', 'Somogy', 'Kaposvári', '2506', '1502', '584'),
('2465', 'Somogymeggyes', 'község', 'Somogy', 'Tabi', '1565', '483', '222'),
('2466', 'Somogysámson', 'község', 'Somogy', 'Marcali', '2177', '692', '279'),
('2467', 'Somogysárd', 'község', 'Somogy', 'Kaposvári', '3636', '1164', '499'),
('2468', 'Somogysimonyi', 'község', 'Somogy', 'Marcali', '1582', '78', '46'),
('2469', 'Somogyszentpál', 'község', 'Somogy', 'Marcali', '2896', '790', '364'),
('2470', 'Somogyszil', 'község', 'Somogy', 'Kaposvári', '3846', '664', '350'),
('2471', 'Somogyszob', 'község', 'Somogy', 'Nagyatádi', '4008', '1379', '637'),
('2472', 'Somogytúr', 'község', 'Somogy', 'Fonyódi', '3530', '413', '207'),
('2473', 'Somogyudvarhely', 'község', 'Somogy', 'Csurgói', '4042', '947', '437'),
('2474', 'Somogyvámos', 'község', 'Somogy', 'Fonyódi', '2502', '675', '317'),
('2475', 'Somogyvár', 'község', 'Somogy', 'Fonyódi', '5299', '1556', '735'),
('2476', 'Somogyviszló', 'község', 'Baranya', 'Szigetvári', '1263', '222', '113'),
('2477', 'Somogyzsitfa', 'község', 'Somogy', 'Marcali', '2722', '541', '305'),
('2478', 'Somoskõújfalu', 'község', 'Nógrád', 'Salgótarjáni', '1017', '2091', '1093'),
('2479', 'Sonkád', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1981', '757', '243'),
('2480', 'Soponya', 'nagyközség', 'Fejér', 'Székesfehérvári', '4996', '1704', '680'),
('2481', 'Sopron', 'megyei jogú város', 'Gyõr-Moson-Sopron', 'Soproni', '16904', '62116', '29317'),
('2482', 'Sopronhorpács', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '2069', '870', '315'),
('2483', 'Sopronkövesd', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '2681', '1395', '551'),
('2484', 'Sopronnémeti', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '710', '292', '124'),
('2485', 'Sorkifalud', 'község', 'Vas', 'Szombathelyi', '1737', '632', '265'),
('2486', 'Sorkikápolna', 'község', 'Vas', 'Szombathelyi', '886', '189', '106'),
('2487', 'Sormás', 'község', 'Zala', 'Nagykanizsai', '1637', '808', '322'),
('2488', 'Sorokpolány', 'község', 'Vas', 'Szombathelyi', '1329', '775', '287'),
('2489', 'Sóshartyán', 'község', 'Nógrád', 'Salgótarjáni', '1214', '921', '303'),
('2490', 'Sóskút', 'község', 'Pest', 'Érdi', '2489', '3636', '1258'),
('2491', 'Sóstófalva', 'község', 'Borsod-Abaúj-Zemplén', 'Miskolci', '728', '198', '112'),
('2492', 'Sósvertike', 'község', 'Baranya', 'Sellyei', '660', '150', '62'),
('2493', 'Sótony', 'község', 'Vas', 'Sárvári', '1493', '667', '284'),
('2494', 'Söjtör', 'község', 'Zala', 'Zalaegerszegi', '3617', '1393', '628'),
('2495', 'Söpte', 'község', 'Vas', 'Szombathelyi', '1278', '728', '287'),
('2496', 'Söréd', 'község', 'Fejér', 'Móri', '625', '565', '214'),
('2497', 'Sukoró', 'község', 'Fejér', 'Gárdonyi', '1627', '2060', '667'),
('2498', 'Sumony', 'község', 'Baranya', 'Szentlõrinci', '2021', '404', '168'),
('2499', 'Súr', 'község', 'Komárom-Esztergom', 'Kisbéri', '3737', '1268', '508'),
('2500', 'Surd', 'község', 'Zala', 'Nagykanizsai', '2194', '559', '237'),
('2501', 'Sükösd', 'nagyközség', 'Bács-Kiskun', 'Bajai', '9418', '3425', '1551'),
('2502', 'Sülysáp', 'város', 'Pest', 'Nagykátai', '4719', '8760', '3061'),
('2503', 'Sümeg', 'város', 'Veszprém', 'Sümegi', '6414', '5903', '2627'),
('2504', 'Sümegcsehi', 'község', 'Zala', 'Zalaszentgróti', '1743', '537', '249'),
('2505', 'Sümegprága', 'község', 'Veszprém', 'Sümegi', '579', '550', '248'),
('2506', 'Süttõ', 'község', 'Komárom-Esztergom', 'Esztergomi', '3445', '2019', '796'),
('2507', 'Szabadbattyán', 'nagyközség', 'Fejér', 'Székesfehérvári', '3366', '4643', '1710'),
('2508', 'Szabadegyháza', 'község', 'Fejér', 'Gárdonyi', '4164', '1905', '791'),
('2509', 'Szabadhídvég', 'község', 'Fejér', 'Enyingi', '4410', '842', '398'),
('2510', 'Szabadi', 'község', 'Somogy', 'Kaposvári', '823', '281', '125'),
('2511', 'Szabadkígyós', 'község', 'Békés', 'Békéscsabai', '4556', '2394', '1105'),
('2512', 'Szabadszállás', 'város', 'Bács-Kiskun', 'Kunszentmiklósi', '16462', '6035', '3002'),
('2513', 'Szabadszentkirály', 'község', 'Baranya', 'Szentlõrinci', '1269', '738', '291'),
('2514', 'Szabás', 'község', 'Somogy', 'Nagyatádi', '1811', '585', '185'),
('2515', 'Szabolcs', 'község', 'Szabolcs-Szatmár-Bereg', 'Nyíregyházi', '588', '418', '190'),
('2516', 'Szabolcsbáka', 'község', 'Szabolcs-Szatmár-Bereg', 'Kisvárdai', '1984', '1049', '454'),
('2517', 'Szabolcsveresmart', 'község', 'Szabolcs-Szatmár-Bereg', 'Kisvárdai', '2295', '1502', '561'),
('2518', 'Szada', 'nagyközség', 'Pest', 'Gödöllõi', '1671', '6421', '2040'),
('2519', 'Szágy', 'község', 'Baranya', 'Hegyháti', '940', '101', '61'),
('2520', 'Szajk', 'község', 'Baranya', 'Bólyi', '1136', '772', '335'),
('2521', 'Szajla', 'község', 'Heves', 'Pétervásárai', '870', '571', '319'),
('2522', 'Szajol', 'község', 'Jász-Nagykun-Szolnok', 'Szolnoki', '3697', '3764', '1576'),
('2523', 'Szakácsi', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '863', '201', '66'),
('2524', 'Szakadát', 'község', 'Tolna', 'Tamási', '1070', '204', '135'),
('2525', 'Szakáld', 'község', 'Borsod-Abaúj-Zemplén', 'Tiszaújvárosi', '1140', '396', '227'),
('2526', 'Szakály', 'község', 'Tolna', 'Tamási', '4102', '1258', '606'),
('2527', 'Szakcs', 'község', 'Tolna', 'Dombóvári', '5579', '787', '457'),
('2528', 'Szakmár', 'község', 'Bács-Kiskun', 'Kalocsai', '7464', '1178', '595'),
('2529', 'Szaknyér', 'község', 'Vas', 'Körmendi', '293', '53', '45'),
('2530', 'Szakoly', 'község', 'Szabolcs-Szatmár-Bereg', 'Nagykállói', '4145', '2563', '995'),
('2531', 'Szakony', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '1350', '471', '236'),
('2532', 'Szakonyfalu', 'község', 'Vas', 'Szentgotthárdi', '1119', '352', '137'),
('2533', 'Szákszend', 'község', 'Komárom-Esztergom', 'Oroszlányi', '3593', '1455', '648'),
('2534', 'Szalafõ', 'község', 'Vas', 'Körmendi', '2737', '203', '152'),
('2535', 'Szalánta', 'község', 'Baranya', 'Pécsi', '1708', '1148', '450'),
('2536', 'Szalapa', 'község', 'Zala', 'Zalaszentgróti', '452', '164', '90'),
('2537', 'Szalaszend', 'község', 'Borsod-Abaúj-Zemplén', 'Encsi', '1822', '990', '370'),
('2538', 'Szalatnak', 'község', 'Baranya', 'Komlói', '1028', '262', '171'),
('2539', 'Szálka', 'község', 'Tolna', 'Szekszárdi', '1708', '556', '260'),
('2540', 'Szalkszentmárton', 'község', 'Bács-Kiskun', 'Kunszentmiklósi', '8208', '2891', '1284'),
('2541', 'Szalmatercs', 'község', 'Nógrád', 'Szécsényi', '758', '428', '189'),
('2542', 'Szalonna', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '2008', '989', '371'),
('2543', 'Szamosangyalos', 'község', 'Szabolcs-Szatmár-Bereg', 'Csengeri', '804', '937', '199'),
('2544', 'Szamosbecs', 'község', 'Szabolcs-Szatmár-Bereg', 'Csengeri', '671', '359', '166'),
('2545', 'Szamoskér', 'község', 'Szabolcs-Szatmár-Bereg', 'Mátészalkai', '971', '375', '184'),
('2546', 'Szamossályi', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1158', '705', '322'),
('2547', 'Szamostatárfalva', 'község', 'Szabolcs-Szatmár-Bereg', 'Csengeri', '450', '314', '127'),
('2548', 'Szamosújlak', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '527', '343', '195'),
('2549', 'Szamosszeg', 'község', 'Szabolcs-Szatmár-Bereg', 'Mátészalkai', '3530', '1667', '722'),
('2550', 'Szanda', 'község', 'Nógrád', 'Balassagyarmati', '2148', '569', '419'),
('2551', 'Szank', 'község', 'Bács-Kiskun', 'Kiskunmajsai', '7483', '2180', '1158'),
('2552', 'Szántód', 'község', 'Somogy', 'Siófoki', '791', '685', '524'),
('2553', 'Szany', 'nagyközség', 'Gyõr-Moson-Sopron', 'Csornai', '3415', '2071', '979'),
('2554', 'Szápár', 'község', 'Veszprém', 'Zirci', '709', '450', '196'),
('2555', 'Szaporca', 'község', 'Baranya', 'Siklósi', '965', '228', '98'),
('2556', 'Szár', 'község', 'Fejér', 'Bicskei', '2263', '1764', '610'),
('2557', 'Szárász', 'község', 'Baranya', 'Komlói', '598', '40', '28'),
('2558', 'Szárazd', 'község', 'Tolna', 'Tamási', '779', '251', '128'),
('2559', 'Szárföld', 'község', 'Gyõr-Moson-Sopron', 'Kapuvári', '1711', '1016', '431'),
('2560', 'Szárliget', 'község', 'Komárom-Esztergom', 'Tatabányai', '1456', '2490', '856'),
('2561', 'Szarvas', 'város', 'Békés', 'Szarvasi', '16157', '14930', '7698'),
('2562', 'Szarvasgede', 'község', 'Nógrád', 'Pásztói', '999', '403', '217'),
('2563', 'Szarvaskend', 'község', 'Vas', 'Körmendi', '1034', '207', '112'),
('2564', 'Szarvaskõ', 'község', 'Heves', 'Egri', '1259', '359', '172'),
('2565', 'Szászberek', 'község', 'Jász-Nagykun-Szolnok', 'Szolnoki', '3922', '949', '426'),
('2566', 'Szászfa', 'község', 'Borsod-Abaúj-Zemplén', 'Szikszói', '1213', '92', '82'),
('2567', 'Szászvár', 'nagyközség', 'Baranya', 'Komlói', '2117', '2214', '1021'),
('2568', 'Szatmárcseke', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '3630', '1582', '588'),
('2569', 'Szátok', 'község', 'Nógrád', 'Rétsági', '895', '564', '167'),
('2570', 'Szatta', 'község', 'Vas', 'Körmendi', '601', '75', '46'),
('2571', 'Szatymaz', 'község', 'Csongrád-Csanád', 'Szegedi', '5372', '4975', '2330'),
('2572', 'Szava', 'község', 'Baranya', 'Siklósi', '1264', '311', '121'),
('2573', 'Százhalombatta', 'város', 'Pest', 'Érdi', '2806', '17403', '7743'),
('2574', 'Szebény', 'község', 'Baranya', 'Mohácsi', '1437', '276', '194'),
('2575', 'Szécsénke', 'község', 'Nógrád', 'Balassagyarmati', '978', '188', '123'),
('2576', 'Szécsény', 'város', 'Nógrád', 'Szécsényi', '4567', '5384', '2542'),
('2577', 'Szécsényfelfalu', 'község', 'Nógrád', 'Szécsényi', '822', '325', '223'),
('2578', 'Szécsisziget', 'község', 'Zala', 'Lenti', '620', '182', '105'),
('2579', 'Szederkény', 'község', 'Baranya', 'Bólyi', '1433', '1744', '653'),
('2580', 'Szedres', 'község', 'Tolna', 'Szekszárdi', '4631', '1957', '790'),
('2581', 'Szeged', 'megyeszékhely', 'Csongrád-Csanád', 'Szegedi', '28100', '157372', '83409'),
('2582', 'Szegerdõ', 'község', 'Somogy', 'Marcali', '546', '200', '99'),
('2583', 'Szeghalom', 'város', 'Békés', 'Szeghalmi', '21713', '8233', '3998'),
('2584', 'Szegi', 'község', 'Borsod-Abaúj-Zemplén', 'Tokaji', '905', '251', '150'),
('2585', 'Szegilong', 'község', 'Borsod-Abaúj-Zemplén', 'Tokaji', '694', '207', '119'),
('2586', 'Szegvár', 'nagyközség', 'Csongrád-Csanád', 'Szentesi', '8622', '4019', '2098'),
('2587', 'Székely', 'község', 'Szabolcs-Szatmár-Bereg', 'Kemecsei', '1608', '999', '363'),
('2588', 'Székelyszabar', 'község', 'Baranya', 'Mohácsi', '1548', '536', '248'),
('2589', 'Székesfehérvár', 'megyeszékhely', 'Fejér', 'Székesfehérvári', '17089', '94893', '46164'),
('2590', 'Székkutas', 'község', 'Csongrád-Csanád', 'Hódmezõvásárhelyi', '12561', '1919', '1050'),
('2591', 'Szekszárd', 'megyeszékhely', 'Tolna', 'Szekszárdi', '9628', '30401', '15401'),
('2592', 'Szeleste', 'község', 'Vas', 'Sárvári', '2075', '676', '279'),
('2593', 'Szelevény', 'község', 'Jász-Nagykun-Szolnok', 'Kunszentmártoni', '4539', '1035', '596'),
('2594', 'Szellõ', 'község', 'Baranya', 'Pécsváradi', '596', '123', '73'),
('2595', 'Szemely', 'község', 'Baranya', 'Pécsi', '947', '440', '176'),
('2596', 'Szemenye', 'község', 'Vas', 'Vasvári', '1180', '365', '186'),
('2597', 'Szemere', 'község', 'Borsod-Abaúj-Zemplén', 'Encsi', '2630', '405', '142'),
('2598', 'Szendehely', 'község', 'Nógrád', 'Rétsági', '1004', '1690', '653'),
('2599', 'Szendrõ', 'város', 'Borsod-Abaúj-Zemplén', 'Edelényi', '5356', '4073', '1418'),
('2600', 'Szendrõlád', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1770', '2188', '440'),
('2601', 'Szenna', 'község', 'Somogy', 'Kaposvári', '2698', '750', '256'),
('2602', 'Szenta', 'község', 'Somogy', 'Csurgói', '6447', '326', '163'),
('2603', 'Szentantalfa', 'község', 'Veszprém', 'Balatonfüredi', '661', '536', '143'),
('2604', 'Szentbalázs', 'község', 'Somogy', 'Kaposvári', '1214', '297', '111'),
('2605', 'Szentbékkálla', 'község', 'Veszprém', 'Tapolcai', '1070', '205', '112'),
('2606', 'Szentborbás', 'község', 'Somogy', 'Barcsi', '747', '89', '63'),
('2607', 'Szentdénes', 'község', 'Baranya', 'Szentlõrinci', '1215', '282', '133'),
('2608', 'Szentdomonkos', 'község', 'Heves', 'Pétervásárai', '1840', '433', '212'),
('2609', 'Szente', 'község', 'Nógrád', 'Rétsági', '753', '283', '157'),
('2610', 'Szentegát', 'község', 'Baranya', 'Szigetvári', '2778', '325', '164'),
('2611', 'Szentendre', 'város', 'Pest', 'Szentendrei', '4382', '27641', '11011'),
('2612', 'Szentes', 'város', 'Csongrád-Csanád', 'Szentesi', '35325', '25808', '12683'),
('2613', 'Szentgál', 'község', 'Veszprém', 'Veszprémi', '9502', '2620', '1003'),
('2614', 'Szentgáloskér', 'község', 'Somogy', 'Kaposvári', '2725', '498', '235'),
('2615', 'Szentgotthárd', 'város', 'Vas', 'Szentgotthárdi', '6773', '8696', '3535'),
('2616', 'Szentgyörgyvár', 'község', 'Zala', 'Keszthelyi', '1165', '321', '166'),
('2617', 'Szentgyörgyvölgy', 'község', 'Zala', 'Lenti', '2958', '358', '229'),
('2618', 'Szentimrefalva', 'község', 'Veszprém', 'Sümegi', '1087', '150', '98'),
('2619', 'Szentistván', 'nagyközség', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '5107', '2391', '1142'),
('2620', 'Szentistvánbaksa', 'község', 'Borsod-Abaúj-Zemplén', 'Szikszói', '656', '268', '134'),
('2621', 'Szentjakabfa', 'község', 'Veszprém', 'Balatonfüredi', '576', '112', '46'),
('2622', 'Szentkatalin', 'község', 'Baranya', 'Szentlõrinci', '1331', '84', '73'),
('2623', 'Szentkirály', 'község', 'Bács-Kiskun', 'Tiszakécskei', '10189', '1794', '873'),
('2624', 'Szentkirályszabadja', 'község', 'Veszprém', 'Veszprémi', '2238', '1990', '713'),
('2625', 'Szentkozmadombja', 'község', 'Zala', 'Zalaegerszegi', '508', '57', '73'),
('2626', 'Szentlászló', 'község', 'Baranya', 'Szigetvári', '1406', '704', '289'),
('2627', 'Szentliszló', 'község', 'Zala', 'Letenyei', '689', '218', '136'),
('2628', 'Szentlõrinc', 'város', 'Baranya', 'Szentlõrinci', '2781', '5978', '2550'),
('2629', 'Szentlõrinckáta', 'község', 'Pest', 'Nagykátai', '2015', '1955', '846'),
('2630', 'Szentmargitfalva', 'község', 'Zala', 'Letenyei', '312', '84', '65'),
('2631', 'Szentmártonkáta', 'nagyközség', 'Pest', 'Nagykátai', '5218', '4826', '1952'),
('2632', 'Szentpéterfa', 'község', 'Vas', 'Szombathelyi', '3124', '1016', '384'),
('2633', 'Szentpéterfölde', 'község', 'Zala', 'Zalaegerszegi', '1199', '97', '83'),
('2634', 'Szentpéterszeg', 'község', 'Hajdú-Bihar', 'Berettyóújfalui', '2551', '1108', '475'),
('2635', 'Szentpéterúr', 'község', 'Zala', 'Zalaegerszegi', '1596', '875', '422'),
('2636', 'Szenyér', 'község', 'Somogy', 'Marcali', '2019', '285', '132'),
('2637', 'Szepetnek', 'község', 'Zala', 'Nagykanizsai', '3039', '1528', '549'),
('2638', 'Szerecseny', 'község', 'Gyõr-Moson-Sopron', 'Téti', '1238', '825', '371'),
('2639', 'Szeremle', 'község', 'Bács-Kiskun', 'Bajai', '3406', '1321', '620'),
('2640', 'Szerencs', 'város', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '3668', '8401', '3820'),
('2641', 'Szerep', 'község', 'Hajdú-Bihar', 'Püspökladányi', '5604', '1521', '528'),
('2642', 'Szergény', 'község', 'Vas', 'Celldömölki', '1561', '237', '168'),
('2643', 'Szigetbecse', 'község', 'Pest', 'Ráckevei', '1712', '1318', '550'),
('2644', 'Szigetcsép', 'község', 'Pest', 'Ráckevei', '1820', '2621', '1013'),
('2645', 'Szigethalom', 'város', 'Pest', 'Szigetszentmiklósi', '912', '18600', '6472'),
('2646', 'Szigetmonostor', 'község', 'Pest', 'Szentendrei', '2351', '2858', '1011'),
('2647', 'Szigetszentmárton', 'község', 'Pest', 'Ráckevei', '1073', '2493', '973'),
('2648', 'Szigetszentmiklós', 'város', 'Pest', 'Szigetszentmiklósi', '4565', '40750', '15730'),
('2649', 'Szigetújfalu', 'község', 'Pest', 'Ráckevei', '1083', '2088', '892'),
('2650', 'Szigetvár', 'város', 'Baranya', 'Szigetvári', '3952', '10011', '4465'),
('2651', 'Szigliget', 'község', 'Veszprém', 'Tapolcai', '3426', '845', '421'),
('2652', 'Szihalom', 'község', 'Heves', 'Füzesabonyi', '3417', '1968', '929'),
('2653', 'Szijártóháza', 'község', 'Zala', 'Lenti', '378', '36', '30'),
('2654', 'Szikszó', 'város', 'Borsod-Abaúj-Zemplén', 'Szikszói', '3623', '5288', '2148'),
('2655', 'Szil', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '3104', '1401', '615'),
('2656', 'Szilágy', 'község', 'Baranya', 'Pécsi', '1155', '283', '133'),
('2657', 'Szilaspogony', 'község', 'Nógrád', 'Salgótarjáni', '1440', '283', '178'),
('2658', 'Szilsárkány', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '1670', '704', '311'),
('2659', 'Szilvágy', 'község', 'Zala', 'Lenti', '2427', '190', '93'),
('2660', 'Szilvás', 'község', 'Baranya', 'Pécsi', '604', '113', '55'),
('2661', 'Szilvásvárad', 'község', 'Heves', 'Bélapátfalvai', '3782', '1541', '763'),
('2662', 'Szilvásszentmárton', 'község', 'Somogy', 'Kaposvári', '708', '200', '67'),
('2663', 'Szin', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1810', '849', '252'),
('2664', 'Szinpetri', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '971', '188', '99'),
('2665', 'Szirák', 'község', 'Nógrád', 'Pásztói', '1909', '1143', '450'),
('2666', 'Szirmabesenyõ', 'nagyközség', 'Borsod-Abaúj-Zemplén', 'Miskolci', '1575', '4283', '1710'),
('2667', 'Szob', 'város', 'Pest', 'Szobi', '1797', '2585', '1100'),
('2668', 'Szokolya', 'község', 'Pest', 'Szobi', '5905', '2022', '758'),
('2669', 'Szólád', 'község', 'Somogy', 'Siófoki', '1998', '505', '262'),
('2670', 'Szolnok', 'megyeszékhely', 'Jász-Nagykun-Szolnok', 'Szolnoki', '18724', '68774', '35156'),
('2671', 'Szombathely', 'megyeszékhely', 'Vas', 'Szombathelyi', '9870', '77970', '36348'),
('2672', 'Szomód', 'község', 'Komárom-Esztergom', 'Tatai', '2839', '2243', '816'),
('2673', 'Szomolya', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '2269', '1533', '709'),
('2674', 'Szomor', 'község', 'Komárom-Esztergom', 'Tatabányai', '1319', '1091', '405'),
('2675', 'Szorgalmatos', 'község', 'Szabolcs-Szatmár-Bereg', 'Tiszavasvári', '844', '976', '343'),
('2676', 'Szorosad', 'község', 'Somogy', 'Tabi', '648', '90', '56'),
('2677', 'Szõc', 'község', 'Veszprém', 'Ajkai', '755', '489', '116'),
('2678', 'Szõce', 'község', 'Vas', 'Körmendi', '1871', '314', '221'),
('2679', 'Szõd', 'község', 'Pest', 'Váci', '1354', '3938', '1399'),
('2680', 'Szõdliget', 'nagyközség', 'Pest', 'Váci', '731', '4894', '1687'),
('2681', 'Szögliget', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '3474', '520', '393'),
('2682', 'Szõke', 'község', 'Baranya', 'Pécsi', '648', '120', '54'),
('2683', 'Szõkéd', 'község', 'Baranya', 'Pécsi', '958', '312', '139'),
('2684', 'Szõkedencs', 'község', 'Somogy', 'Marcali', '1869', '244', '187'),
('2685', 'Szõlõsardó', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1066', '87', '81'),
('2686', 'Szõlõsgyörök', 'község', 'Somogy', 'Fonyódi', '1863', '1250', '499'),
('2687', 'Szörény', 'község', 'Baranya', 'Szigetvári', '441', '81', '34'),
('2688', 'Szúcs', 'község', 'Heves', 'Egri', '849', '331', '162'),
('2689', 'Szuha', 'község', 'Nógrád', 'Bátonyterenyei', '1756', '613', '357'),
('2690', 'Szuhafõ', 'község', 'Borsod-Abaúj-Zemplén', 'Putnoki', '1605', '121', '85'),
('2691', 'Szuhakálló', 'község', 'Borsod-Abaúj-Zemplén', 'Kazincbarcikai', '696', '916', '392'),
('2692', 'Szuhogy', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1700', '1047', '447'),
('2693', 'Szulimán', 'község', 'Baranya', 'Szigetvári', '1049', '236', '118'),
('2694', 'Szulok', 'község', 'Somogy', 'Barcsi', '2791', '637', '286'),
('2695', 'Szurdokpüspöki', 'község', 'Nógrád', 'Pásztói', '2670', '1787', '892'),
('2696', 'Szûcsi', 'község', 'Heves', 'Hatvani', '1738', '1463', '659'),
('2697', 'Szügy', 'község', 'Nógrád', 'Balassagyarmati', '1950', '1415', '529'),
('2698', 'Szûr', 'község', 'Baranya', 'Mohácsi', '784', '219', '117'),
('2699', 'Tab', 'város', 'Somogy', 'Tabi', '2586', '4149', '1902'),
('2700', 'Tabajd', 'község', 'Fejér', 'Bicskei', '2657', '960', '371'),
('2701', 'Tabdi', 'község', 'Bács-Kiskun', 'Kiskõrösi', '2139', '968', '535'),
('2702', 'Táborfalva', 'nagyközség', 'Pest', 'Dabasi', '4205', '3436', '1499'),
('2703', 'Tác', 'község', 'Fejér', 'Székesfehérvári', '4569', '1780', '625'),
('2704', 'Tagyon', 'község', 'Veszprém', 'Balatonfüredi', '276', '118', '43'),
('2705', 'Tahitótfalu', 'község', 'Pest', 'Szentendrei', '3917', '6085', '2171'),
('2706', 'Takácsi', 'község', 'Veszprém', 'Pápai', '1913', '815', '354'),
('2707', 'Tákos', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '1082', '323', '135'),
('2708', 'Taksony', 'nagyközség', 'Pest', 'Szigetszentmiklósi', '2085', '6709', '2458'),
('2709', 'Taktabáj', 'község', 'Borsod-Abaúj-Zemplén', 'Tokaji', '1682', '565', '216'),
('2710', 'Taktaharkány', 'nagyközség', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '3913', '3605', '1321'),
('2711', 'Taktakenéz', 'község', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '1974', '1144', '417'),
('2712', 'Taktaszada', 'község', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '2574', '1779', '662'),
('2713', 'Taliándörögd', 'község', 'Veszprém', 'Tapolcai', '2808', '792', '307'),
('2714', 'Tállya', 'község', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '3796', '1608', '955'),
('2715', 'Tamási', 'város', 'Tolna', 'Tamási', '11195', '7787', '3793'),
('2716', 'Tanakajd', 'község', 'Vas', 'Szombathelyi', '1182', '759', '273'),
('2717', 'Táp', 'község', 'Gyõr-Moson-Sopron', 'Pannonhalmi', '1988', '749', '301'),
('2718', 'Tápióbicske', 'község', 'Pest', 'Nagykátai', '4848', '3506', '1485'),
('2719', 'Tápiógyörgye', 'község', 'Pest', 'Nagykátai', '5331', '3439', '1527'),
('2720', 'Tápióság', 'község', 'Pest', 'Nagykátai', '3354', '2644', '1159'),
('2721', 'Tápiószecsõ', 'nagyközség', 'Pest', 'Nagykátai', '3838', '6209', '2395'),
('2722', 'Tápiószele', 'város', 'Pest', 'Nagykátai', '3699', '5846', '2447'),
('2723', 'Tápiószentmárton', 'nagyközség', 'Pest', 'Nagykátai', '10291', '5537', '2383'),
('2724', 'Tápiószõlõs', 'község', 'Pest', 'Ceglédi', '3181', '2812', '1356'),
('2725', 'Táplánszentkereszt', 'község', 'Vas', 'Szombathelyi', '2008', '2566', '889'),
('2726', 'Tapolca', 'város', 'Veszprém', 'Tapolcai', '6345', '14358', '7006'),
('2727', 'Tapsony', 'község', 'Somogy', 'Marcali', '3161', '567', '389'),
('2728', 'Tápszentmiklós', 'község', 'Gyõr-Moson-Sopron', 'Pannonhalmi', '2075', '964', '346'),
('2729', 'Tar', 'község', 'Nógrád', 'Pásztói', '2734', '1820', '856'),
('2730', 'Tarany', 'község', 'Somogy', 'Nagyatádi', '5468', '1108', '464'),
('2731', 'Tarcal', 'község', 'Borsod-Abaúj-Zemplén', 'Tokaji', '5372', '2749', '1290'),
('2732', 'Tard', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '4047', '1116', '574'),
('2733', 'Tardona', 'község', 'Borsod-Abaúj-Zemplén', 'Kazincbarcikai', '1230', '974', '435'),
